gvkey,indfmt,datafmt,consol,popsrc,curcd,fyear,datadate,tic,conm,costat
002002,BANK,STD,C,D,USD,2010,20101231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2011,20111231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2012,20121231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2013,20131231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2014,20141231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2015,20151231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2016,20161231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2017,20171231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2018,20181231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2019,20191231,BPOP,POPULAR INC,A
002002,BANK,STD,C,D,USD,2020,20201231,BPOP,POPULAR INC,A
002005,BANK,STD,C,D,USD,2010,20101231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2011,20111231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2012,20121231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2013,20131231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2014,20141231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2015,20151231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2016,20161231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2017,20171231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2018,20181231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2019,20191231,BOH,BANK OF HAWAII CORP,A
002005,BANK,STD,C,D,USD,2020,20201231,BOH,BANK OF HAWAII CORP,A
002019,BANK,STD,C,D,USD,2010,20101231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2011,20111231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2012,20121231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2013,20131231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2014,20141231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2015,20151231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2016,20161231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2017,20171231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2018,20181231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2019,20191231,BK,BANK OF NEW YORK MELLON CORP,A
002019,BANK,STD,C,D,USD,2020,20201231,BK,BANK OF NEW YORK MELLON CORP,A
002620,BANK,STD,C,D,USD,2010,20101231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2011,20111231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2012,20121231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2013,20131231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2014,20141231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2015,20151231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2016,20161231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2017,20171231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2018,20181231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2019,20191231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002620,BANK,STD,C,D,USD,2020,20201231,0176A,MUFG AMERICAS HOLDINGS CORP,A
002849,BANK,STD,C,D,USD,2010,20101231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2011,20111231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2012,20121231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2013,20131231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2014,20141231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2015,20151231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2016,20161231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2017,20171231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2018,20181231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2019,20191231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002849,BANK,STD,C,D,USD,2020,20201231,BBVA1,BBVA COMPASS BANCSHARES INC,A
002968,BANK,STD,C,D,USD,2010,20101231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2011,20111231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2012,20121231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2013,20131231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2014,20141231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2015,20151231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2016,20161231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2017,20171231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2018,20181231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2019,20191231,JPM,JPMORGAN CHASE & CO,A
002968,BANK,STD,C,D,USD,2020,20201231,JPM,JPMORGAN CHASE & CO,A
003071,BANK,STD,C,D,USD,2010,20101231,CRBC,CITIZENS REPUBLIC BANCORP,I
003071,BANK,STD,C,D,USD,2011,20111231,CRBC,CITIZENS REPUBLIC BANCORP,I
003071,BANK,STD,C,D,USD,2012,20121231,CRBC,CITIZENS REPUBLIC BANCORP,I
003082,BANK,STD,C,D,USD,2010,20101231,CYN.1,CITY NATIONAL CORP,I
003082,BANK,STD,C,D,USD,2011,20111231,CYN.1,CITY NATIONAL CORP,I
003082,BANK,STD,C,D,USD,2012,20121231,CYN.1,CITY NATIONAL CORP,I
003082,BANK,STD,C,D,USD,2013,20131231,CYN.1,CITY NATIONAL CORP,I
003082,BANK,STD,C,D,USD,2014,20141231,CYN.1,CITY NATIONAL CORP,I
003231,BANK,STD,C,D,USD,2010,20101231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2011,20111231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2012,20121231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2013,20131231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2014,20141231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2015,20151231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2016,20161231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2017,20171231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2018,20181231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2019,20191231,CMA,COMERICA INC,A
003231,BANK,STD,C,D,USD,2020,20201231,CMA,COMERICA INC,A
003238,BANK,STD,C,D,USD,2010,20101231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2011,20111231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2012,20121231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2013,20131231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2014,20141231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2015,20151231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2016,20161231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2017,20171231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2018,20181231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2019,20191231,CBSH,COMMERCE BANCSHARES INC,A
003238,BANK,STD,C,D,USD,2020,20201231,CBSH,COMMERCE BANCSHARES INC,A
003643,BANK,STD,C,D,USD,2010,20101231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2011,20111231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2012,20121231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2013,20131231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2014,20141231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2015,20151231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2016,20161231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2017,20171231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2018,20181231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2019,20191231,CFR,CULLEN/FROST BANKERS INC,A
003643,BANK,STD,C,D,USD,2020,20201231,CFR,CULLEN/FROST BANKERS INC,A
004640,BANK,STD,C,D,USD,2010,20101231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2011,20111231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2012,20121231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2013,20131231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2014,20141231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2015,20151231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2016,20161231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2017,20171231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2018,20181231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2019,20191231,FITB,FIFTH THIRD BANCORP,A
004640,BANK,STD,C,D,USD,2020,20201231,FITB,FIFTH THIRD BANCORP,A
004674,BANK,STD,C,D,USD,2010,20101231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2011,20111231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2012,20121231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2013,20131231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2014,20141231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2015,20151231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2016,20161231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2017,20171231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2018,20181231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2019,20191231,RF,REGIONS FINANCIAL CORP,A
004674,BANK,STD,C,D,USD,2020,20201231,RF,REGIONS FINANCIAL CORP,A
004678,BANK,STD,C,D,USD,2010,20101231,FMER,FIRSTMERIT CORP,I
004678,BANK,STD,C,D,USD,2011,20111231,FMER,FIRSTMERIT CORP,I
004678,BANK,STD,C,D,USD,2012,20121231,FMER,FIRSTMERIT CORP,I
004678,BANK,STD,C,D,USD,2013,20131231,FMER,FIRSTMERIT CORP,I
004678,BANK,STD,C,D,USD,2014,20141231,FMER,FIRSTMERIT CORP,I
004678,BANK,STD,C,D,USD,2015,20151231,FMER,FIRSTMERIT CORP,I
004685,BANK,STD,C,D,USD,2010,20101231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2011,20111231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2012,20121231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2013,20131231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2014,20141231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2015,20151231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2016,20161231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2017,20171231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2018,20181231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2019,20191231,TRMK,TRUSTMARK CORP,A
004685,BANK,STD,C,D,USD,2020,20201231,TRMK,TRUSTMARK CORP,A
004690,BANK,STD,C,D,USD,2010,20101231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2011,20111231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2012,20121231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2013,20131231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2014,20141231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2015,20151231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2016,20161231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2017,20171231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2018,20181231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2019,20191231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004690,BANK,STD,C,D,USD,2020,20201231,FCNCA,FIRST CITIZENS BANCSH  -CL A,A
004699,BANK,STD,C,D,USD,2010,20101231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2011,20111231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2012,20121231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2013,20131231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2014,20141231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2015,20151231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2016,20161231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2017,20171231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2018,20181231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2019,20191231,MTB,M & T BANK CORP,A
004699,BANK,STD,C,D,USD,2020,20201231,MTB,M & T BANK CORP,A
004723,BANK,STD,C,D,USD,2010,20101231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2011,20111231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2012,20121231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2013,20131231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2014,20141231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2015,20151231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2016,20161231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2017,20171231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2018,20181231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2019,20191231,USB,US BANCORP,A
004723,BANK,STD,C,D,USD,2020,20201231,USB,US BANCORP,A
004737,BANK,STD,C,D,USD,2010,20101231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2011,20111231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2012,20121231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2013,20131231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2014,20141231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2015,20151231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2016,20161231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2017,20171231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2018,20181231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2019,20191231,FHN,FIRST HORIZON CORP,A
004737,BANK,STD,C,D,USD,2020,20201231,FHN,FIRST HORIZON CORP,A
005786,BANK,STD,C,D,USD,2010,20101231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2011,20111231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2012,20121231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2013,20131231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2014,20141231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2015,20151231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2016,20161231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2017,20171231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2018,20181231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2019,20191231,HBAN,HUNTINGTON BANCSHARES,A
005786,BANK,STD,C,D,USD,2020,20201231,HBAN,HUNTINGTON BANCSHARES,A
005849,BANK,STD,C,D,USD,2010,20101231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2011,20111231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2012,20121231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2013,20131231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2014,20141231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2015,20151231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2016,20161231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2017,20171231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2018,20181231,BBX,BBX CAPITAL CORP,I
005849,BANK,STD,C,D,USD,2019,20191231,BBX,BBX CAPITAL CORP,I
007067,BANK,STD,C,D,USD,2010,20101231,MI.1,MARSHALL & ILSLEY CORP,I
007647,BANK,STD,C,D,USD,2010,20101231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2011,20111231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2012,20121231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2013,20131231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2014,20141231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2015,20151231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2016,20161231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2017,20171231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2018,20181231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2019,20191231,BAC,BANK OF AMERICA CORP,A
007647,BANK,STD,C,D,USD,2020,20201231,BAC,BANK OF AMERICA CORP,A
007982,BANK,STD,C,D,USD,2010,20101231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2011,20111231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2012,20121231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2013,20131231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2014,20141231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2015,20151231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2016,20161231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2017,20171231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2018,20181231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2019,20191231,NTRS,NORTHERN TRUST CORP,A
007982,BANK,STD,C,D,USD,2020,20201231,NTRS,NORTHERN TRUST CORP,A
008007,BANK,STD,C,D,USD,2010,20101231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2011,20111231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2012,20121231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2013,20131231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2014,20141231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2015,20151231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2016,20161231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2017,20171231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2018,20181231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2019,20191231,WFC,WELLS FARGO & CO,A
008007,BANK,STD,C,D,USD,2020,20201231,WFC,WELLS FARGO & CO,A
008245,BANK,STD,C,D,USD,2010,20101231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2011,20111231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2012,20121231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2013,20131231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2014,20141231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2015,20151231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2016,20161231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2017,20171231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2018,20181231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2019,20191231,PNC,PNC FINANCIAL SVCS GROUP INC,A
008245,BANK,STD,C,D,USD,2020,20201231,PNC,PNC FINANCIAL SVCS GROUP INC,A
009061,BANK,STD,C,D,USD,2010,20101231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2011,20111231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2012,20121231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2013,20131231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2014,20141231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2015,20151231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2016,20161231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2017,20171231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2018,20181231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2019,20191231,HBC2,HSBC USA INC,A
009061,BANK,STD,C,D,USD,2020,20201231,HBC2,HSBC USA INC,A
009783,BANK,STD,C,D,USD,2010,20101231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2011,20111231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2012,20121231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2013,20131231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2014,20141231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2015,20151231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2016,20161231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2017,20171231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2018,20181231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2019,20191231,KEY,KEYCORP,A
009783,BANK,STD,C,D,USD,2020,20201231,KEY,KEYCORP,A
010035,BANK,STD,C,D,USD,2010,20101231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2011,20111231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2012,20121231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2013,20131231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2014,20141231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2015,20151231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2016,20161231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2017,20171231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2018,20181231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2019,20191231,STT,STATE STREET CORP,A
010035,BANK,STD,C,D,USD,2020,20201231,STT,STATE STREET CORP,A
010063,BANK,STD,C,D,USD,2010,20101231,STL.2,STERLING BANCORP/NY -OLD,I
010063,BANK,STD,C,D,USD,2011,20111231,STL.2,STERLING BANCORP/NY -OLD,I
010063,BANK,STD,C,D,USD,2012,20121231,STL.2,STERLING BANCORP/NY -OLD,I
010137,BANK,STD,C,D,USD,2009,20100331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2010,20110331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2011,20120331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2012,20130331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2013,20140331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2014,20150331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2015,20160331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2016,20170331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2017,20180331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2018,20190331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2019,20200331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010137,BANK,STD,C,D,USD,2020,20210331,SMFG,SUMITOMO MITSUI FINANCIAL GR,A
010187,BANK,STD,C,D,USD,2010,20101231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2011,20111231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2012,20121231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2013,20131231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2014,20141231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2015,20151231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2016,20161231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2017,20171231,STI,SUNTRUST BANKS INC,I
010187,BANK,STD,C,D,USD,2018,20181231,STI,SUNTRUST BANKS INC,I
